ID,y
1611,96.4093762351
1613,96.1171127821
1616,96.1813108642
1619,112.585250193
1620,93.0797367239
1621,110.729152089
1622,94.4322125049
1625,109.005472604
1627,117.866629073
1629,112.768898424
1634,95.0705120647
1636,93.4535896408
1638,106.364005475
1639,96.996137786
1641,97.2515636995
1643,94.0909063813
1644,104.988573587
1645,119.358546934
1646,94.753498188
1647,106.350674344
1648,96.3608973994
1652,90.6629431784
1653,111.141083528
1656,95.4519668604
1658,93.9691442413
1659,113.052905981
1661,96.2944839151
1663,96.4384234771
1664,111.234812006
1665,95.3478579106
1666,104.186865924
1667,106.332690944
1668,79.9950756153
1669,106.597830356
1670,94.6846764186
1672,111.440992266
1674,109.633124846
1677,113.881198411
1678,92.5762998405
1679,109.97375014
1680,92.0250902938
1683,104.611365312
1686,104.372751086
1687,112.43541012
1689,112.329183064
1690,93.2952273534
1691,116.915057322
1692,112.019345687
1693,92.3807476655
1695,94.8326418134
1696,94.2812368367
1697,112.888045056
1700,104.186865924
1701,96.0380805661
1702,111.742164075
1703,92.5459768874
1704,113.526286089
1706,95.8593077796
1707,112.469898109
1708,96.075943793
1710,97.3218773657
1711,104.178660358
1713,108.214218847
1717,103.772865697
1719,105.020389826
1720,93.8132362579
1722,94.9864754489
1725,105.605618998
1726,96.1089159781
1727,105.743320291
1729,111.066526083
1730,91.046144097
1731,114.221756786
1733,104.186865924
1734,94.8197704295
1735,112.336493565
1738,96.1171127821
1742,94.6693690398
1745,109.633124846
1747,95.8732196407
1749,96.2267291323
1751,95.8440869442
1752,78.4961306137
1753,105.385910497
1754,95.580840891
1755,96.9507355257
1756,103.672650689
1758,114.908525054
1759,95.3337976315
1760,107.161369535
1761,114.841222605
1762,93.0082929174
1763,112.121697905
1764,95.4109808927
1766,94.5336016103
1768,97.1505973877
1769,78.5518913897
1771,110.79660983
1772,93.4485194713
1773,104.659141299
1774,94.4518577523
1775,113.397395353
1777,111.468840664
1779,95.3337976315
1780,107.658149067
1787,92.5978609785
1788,95.1767060724
1790,95.7192507173
1796,110.029254205
1801,90.8769757805
1803,95.8598408913
1807,112.02545268
1809,114.941617569
1812,94.7549193073
1813,110.609693442
1814,93.9060962524
1815,111.461546508
1816,95.4855724083
1818,91.0350545519
1820,91.8691914067
1821,116.196536596
1822,97.5135805008
1825,94.4159249476
1826,103.602958046
1828,95.1759227566
1831,105.661275524
1836,114.052667549
1837,96.2265904802
1841,95.1705897709
1844,106.345229498
1848,93.3772673547
1851,108.044326661
1852,95.3651803875
1853,92.0335697136
1854,111.528231154
1856,95.5331815423
1859,114.842701013
1860,96.459306191
1861,80.7589182257
1863,104.840734054
1865,95.7980266268
1866,108.2811126
1867,94.2818220008
1868,92.400027868
1872,96.4996215392
1879,94.6935151393
1880,104.233518371
1882,95.7972826544
1885,104.663249403
1887,104.454154386
1888,96.0780123909
1890,112.620445537
1894,96.2019690583
1895,104.569511333
1896,97.8136832542
1897,112.441132256
1900,109.814930007
1901,92.4978265791
1902,114.280119751
1905,90.7834672469
1906,109.095648923
1912,104.222686373
1915,96.111432305
1916,106.498325273
1917,95.7556120766
1918,105.117205241
1920,78.2621847143
1923,93.2822015507
1924,104.546906607
1925,95.9170838278
1930,117.918513164
1932,111.176501385
1933,95.4097099869
1934,111.423469823
1935,92.464854394
1940,78.9693551289
1941,94.601650989
1942,110.555933535
1943,92.552523418
1944,91.9614149494
1945,110.478256182
1948,117.164774524
1949,93.7748088715
1952,93.7673715994
1954,92.4326317566
1955,110.978668275
1958,93.3715939768
1959,80.529880792
1960,112.121697905
1963,96.3941970658
1965,95.7683856257
1968,106.248282174
1969,95.0354585367
1971,96.0039909338
1972,109.898253469
1973,91.9356470027
1975,91.4940976508
1977,95.8865138156
1978,95.1566291944
1979,111.618684331
1981,92.1216840539
1982,110.494834469
1987,110.926875721
1988,91.490957047
1993,97.2216882533
1997,94.0739825907
1999,95.6171935582
2001,96.1689968732
2002,115.422258212
2003,92.5238885897
2004,79.5077315672
2006,111.653909045
2007,94.7541426624
2009,108.67748548
2010,94.9425593103
2013,98.4985772984
2018,78.7218306465
2022,107.464686467
2024,111.533872612
2025,97.4456600943
2026,107.625198081
2030,108.710457665
2031,95.9794234646
2032,104.222686373
2033,95.8194307021
2035,91.094094521
2036,110.428236912
2037,90.7189705503
2040,96.2679134284
2043,114.885791836
2044,106.343416785
2046,107.995657086
2054,113.669741975
2055,96.0433917984
2056,107.658149067
2059,93.3964542556
2060,92.4978265791
2062,88.9096540875
2063,109.46927643
2066,96.2019690583
2067,112.322433286
2072,93.424458175
2073,112.231904231
2074,97.2946740222
2075,113.441371661
2076,94.1591221984
2080,91.5486245337
2082,92.4978265791
2085,110.380731328
2087,112.361907849
2091,111.134910752
2092,97.1620449716
2093,107.658149067
2098,100.392911077
2101,112.121697905
2102,91.1009989221
2103,78.9693551289
2105,108.380029155
2106,95.3369139571
2107,114.536085302
2110,95.8437499308
2114,93.7623558155
2115,110.819620671
2117,79.5840350882
2118,94.1418033761
2119,104.478420293
2120,94.8194613719
2122,91.0800355419
2123,110.284018131
2126,95.8123904744
2127,105.325924344
2128,95.0057288454
2129,111.4939568
2132,99.1028599305
2135,105.329787002
2138,95.7546514803
2139,117.918513164
2141,108.574213895
2142,96.2623869973
2146,97.617196638
2151,111.722401656
2157,106.698037678
2159,112.638084018
2162,95.4595940451
2164,117.287454612
2167,91.300335309
2168,109.299507158
2171,90.5334770849
2173,96.3574763174
2174,106.756062805
2175,95.9737254581
2178,94.7099252199
2180,96.3246491463
2185,109.412046124
2189,88.3783997184
2190,112.478085559
2192,105.351961617
2194,115.700947554
2200,116.503668389
2201,92.2667456229
2203,111.587233952
2204,92.4879404035
2205,113.248945495
2209,115.794540507
2213,107.558827102
2214,94.9391356716
2215,112.403090313
2216,92.1678290677
2218,94.618638447
2219,106.464233667
2220,95.2449189548
2222,89.7231052727
2223,110.713936
2225,112.338886318
2226,93.4615318345
2230,95.9786594792
2233,112.696425552
2234,112.653295871
2235,92.4879404035
2236,79.235194512
2237,95.7724074106
2240,116.024228622
2241,94.5070516105
2248,107.213870975
2249,95.3137947579
2250,111.205993439
2252,110.016556429
2253,94.4476411089
2254,109.993479216
2256,78.2453229652
2258,91.1190784103
2259,111.147374227
2262,96.3576213314
2265,95.8349856885
2266,108.042489936
2269,96.6147069038
2271,97.7132882036
2273,91.7997884169
2274,111.185639164
2275,92.1018846975
2277,96.1859240584
2279,92.4879404035
2280,79.2929687949
2282,96.3246491463
2283,104.777071038
2288,91.5539254161
2289,114.751104834
2291,95.8481634565
2292,118.271998547
2297,96.5951523379
2298,104.161328984
2299,96.1392615559
2300,113.333252867
2301,92.1656135067
2304,96.1990440715
2305,106.992654165
2306,96.3576213314
2308,94.2818022864
2309,112.668144075
2311,94.2001736651
2312,107.947830331
2316,105.045188002
2321,104.386196722
2322,113.251032745
2325,107.628741403
2326,94.9920598343
2329,118.271998547
2330,96.2848406137
2331,104.724337274
2332,112.861286478
2333,96.3576213314
2334,106.291504263
2335,111.640445199
2337,113.100950728
2338,88.1542029002
2340,112.861286478
2342,96.776969312
2345,94.025193901
2349,98.2675235212
2351,78.4431674316
2352,95.1399745704
2354,111.517521467
2355,113.676601131
2357,112.338886318
2358,95.6363376645
2360,95.0331376062
2361,111.517521467
2364,95.4174034526
2366,98.3470553672
2369,104.866430206
2370,97.7671807476
2371,112.828314292
2373,119.691059437
2374,97.9689729719
2376,111.726588311
2378,111.913701104
2382,96.6448920817
2383,91.7013965047
2386,105.102818701
2387,95.2609112404
2389,92.1116249467
2390,114.156982393
2392,92.8237404809
2398,112.861286478
2399,95.3146058377
2400,93.6130826332
2401,112.901624034
2402,95.2154002668
2404,91.0687101262
2407,113.812557563
2408,110.39075088
2409,112.508688507
2412,83.045410568
2413,95.8202463137
2415,96.0000938659
2420,111.85499953
2422,96.1311614995
2423,106.540609984
2426,94.9411015388
2432,95.5480384563
2434,91.0950521869
2435,92.3691697762
2436,110.859767449
2438,110.288273237
2440,110.055523443
2443,96.4109448831
2444,93.2234895715
2447,107.213870975
2450,97.1191575456
2454,90.9547907394
2455,112.919344793
2459,96.3576213314
2460,111.378419755
2463,94.5233357534
2465,93.8077925007
2468,79.125007402
2469,92.6795408628
2474,90.5720478759
2478,94.1231112853
2480,93.5462870646
2481,116.024228622
2489,96.3246491463
2490,108.866109938
2492,92.6205066672
2496,96.3576213314
2497,112.648209828
2500,95.2326584745
2505,96.4235657016
2507,89.3386277478
2508,113.248945495
2509,96.6563222253
2510,80.931131856
2513,91.8146108494
2515,96.3246491463
2518,91.7013965047
2519,111.852054064
2520,91.7013965047
2521,113.957510561
2523,110.282043128
2525,96.8065478127
2529,112.197595196
2530,92.6984527687
2533,115.093940758
2535,91.1489236102
2538,104.836880886
2544,113.956303278
2553,111.045597819
2556,95.8195487697
2558,93.1231222545
2559,114.28408155
2560,95.0837036667
2561,109.539258743
2562,92.6602846842
2563,109.915223574
2564,91.3385367373
2565,112.748309643
2567,106.526783203
2572,94.9805013092
2575,96.0916480069
2576,111.787809862
2577,90.8286272278
2578,95.9984461914
2579,112.732231715
2580,92.184472275
2582,115.994252501
2583,93.7894914709
2587,95.5329781608
2589,109.939430466
2590,94.8022260488
2591,112.197595196
2594,93.0655842285
2597,98.2617288952
2598,105.570295551
2599,97.4523219934
2600,105.467266452
2602,113.614390091
2603,94.9805013092
2604,105.281443631
2606,111.134134089
2607,78.7036669778
2608,93.6319945391
2613,113.300829586
2614,93.4961679465
2615,112.24339948
2617,114.453087613
2620,91.0928551212
2623,111.233498902
2624,93.2172510746
2627,113.300829586
2629,78.7036669778
2630,92.0899077942
2632,96.3499777459
2636,91.968470621
2639,93.7411719203
2640,105.012998646
2642,112.197595196
2644,105.537323366
2646,112.703152024
2647,91.8598040557
2649,96.6917039458
2650,111.158608743
2652,104.446286379
2653,105.543669182
2655,114.989185417
2657,112.913170569
2659,111.384037749
2662,91.7203084106
2663,116.076112713
2664,97.025835407
2665,105.805009384
2670,96.2432541044
2671,105.338149035
2672,96.0054972816
2675,104.446286379
2677,109.599675793
2679,111.697540752
2683,112.442883548
2684,95.7590531426
2685,94.9918564846
2688,103.934508987
2689,97.4418236002
2690,104.860335484
2693,94.8919306781
2694,112.964373716
2697,103.749829262
2699,96.4752420959
2703,94.9348490766
2705,103.305783194
2709,84.3704235105
2710,94.0856483921
2711,114.536755177
2712,93.6485663721
2713,99.2666055698
2714,112.932434454
2715,91.171126246
2717,91.6748944811
2718,112.894111728
2720,111.577848045
2721,96.1470865246
2726,96.2461096114
2728,95.3097750789
2731,106.115174793
2732,111.473605328
2734,94.1721058107
2736,104.526022967
2737,97.4068223457
2738,105.250221068
2739,112.818740524
2746,94.3577213227
2749,105.601678819
2751,119.61796739
2752,106.725988046
2753,96.8784605943
2757,108.885021844
2758,97.6560753498
2759,111.107907831
2760,94.8220843656
2762,111.579732414
2764,95.712509422
2765,109.864353397
2769,112.598998822
2771,115.330871615
2774,94.0050977512
2776,92.6395187584
2777,115.143633468
2778,92.7053629433
2779,111.946034355
2782,90.5090328474
2784,91.9429369798
2787,91.5297660987
2789,96.9177266393
2792,96.5130128624
2798,98.5238677396
2799,106.386876091
2800,95.6773172722
2801,83.2652991152
2802,93.389545608
2804,95.9007115559
2807,107.361555296
2808,98.0804517838
2809,119.635923127
2811,115.003538665
2812,96.3348293084
2814,91.9460194994
2816,95.695021066
2817,113.388171281
2818,110.224294978
2820,110.281979626
2821,80.8379721078
2822,96.9052076832
2823,104.260226535
2824,96.1730356239
2826,89.3309154523
2829,92.287899204
2834,94.7807612017
2835,79.7769281326
2838,99.6020170289
2839,111.800704284
2840,90.7936236709
2841,111.730963378
2842,96.4095054224
2846,113.674452073
2848,95.9551650382
2849,89.8210905067
2850,112.932434454
2851,95.445533766
2853,93.2476335565
2854,112.197595196
2858,116.638449876
2861,93.8619833807
2864,92.6723907582
2865,116.076112713
2866,109.920874444
2867,91.2153867459
2868,111.615620554
2870,111.758679973
2877,94.6575313847
2878,113.300829586
2880,111.679555847
2882,78.2468403724
2883,97.3596666203
2884,103.736379953
2885,95.1520256329
2887,96.3765332373
2888,113.331707397
2889,96.2515046964
2890,105.633123596
2891,94.0604572969
2892,117.306366518
2893,94.9347360725
2898,114.594752898
2899,95.2908728889
2900,113.849756999
2901,97.2518623946
2909,96.452319644
2910,110.291073571
2911,111.659400331
2913,112.25959272
2914,96.8866649696
2918,92.0343977579
2919,110.858716141
2920,92.648029896
2921,113.300829586
2922,96.861541206
2923,106.153790385
2925,113.293131881
2926,91.5985876645
2927,112.230567381
2929,111.585733987
2933,94.718070432
2934,110.855870137
2936,112.313578228
2941,102.059696245
2942,93.7006710861
2943,111.015926612
2945,108.124849285
2950,92.3422060267
2951,110.466758857
2953,114.97222855
2954,95.9353079861
2955,107.294766459
2956,97.3231519686
2960,98.0617816359
2962,96.7103023667
2963,108.415543938
2964,104.386434335
2966,79.0546996151
2967,94.4886620556
2968,112.902761753
2969,91.5459817419
2971,92.0628389862
2972,96.4913841558
2974,94.0235353257
2975,112.71474972
2977,119.396370746
2980,111.259340262
2981,93.9525198809
2983,96.4586765045
2984,107.327350286
2985,118.168230365
2986,106.07246312
2987,96.4913841558
2989,94.2004430182
2990,110.821574203
2991,91.8072085065
2992,78.6037754807
2995,103.594176989
2996,107.266136968
3002,110.743458791
3004,113.195522187
3005,118.13525818
3006,97.2883582392
3010,97.0705011598
3011,107.231666381
3014,91.4429353914
3015,93.8919527402
3016,95.8270177361
3017,113.34463411
3018,91.2484462049
3021,105.985553025
3024,105.414643278
3028,95.1562852561
3030,92.5497106702
3032,95.0222020139
3039,97.8655673453
3040,108.489307358
3041,97.4667220491
3043,91.4020533005
3044,110.391925753
3046,110.652352819
3055,91.0558105518
3056,112.623783304
3058,91.9535650643
3059,108.236094707
3061,117.216658615
3063,105.505645454
3066,93.2639885824
3067,105.414643278
3068,79.090812404
